,en,ko
33277,Amundsen,아문센
33278,army,아미
33279,amygdalin,아미그달린
33280,amino,아미노
33281,amynodon,아미노돈
33282,aminometradine,아미노메트라딘
33283,aminobenzene,아미노벤젠
33284,aminophenol,아미노페놀
33285,aminopyrine,아미노피린
33286,aminophylline,아미노필린
33287,amidol,아미돌
33288,amide,아미드
33289,amidine,아미딘
33290,amicetin,아미세틴
33291,amia,아미아
33292,Amiel,아미엘
33293,amiodarone,아미오다론
33294,Amyot,아미요
33295,amikacin,아미카신
33296,amine,아민
33297,amylene,아밀렌
33298,amylose,아밀로오스
33299,amyloid,아밀로이드
33300,amylopectin,아밀로펙틴
33301,amylopsin,아밀롭신
33302,amyl alcohol,아밀알코올
33303,Abba,아바
33304,Abbe,아베
33305,Abenarius,아베나리우스
33306,avenalin,아베날린
33307,Abebe,아베베
33308,Abegg,아베크
33309,Abell,아벨
33310,Abel,아벨
33311,Avogadro,아보가드로
33312,avogram,아보그램
33313,avocado,아보카도
33314,Abraham,아브라함
33315,Abram,아브람
33316,Abydos,아비도스
33317,Avicenna,아비센나
33318,Abyssinian,아비시니안
33319,Assassin,아사신
33320,Achard,아샤르
33321,acenaphthene,아세나프텐
33322,acenaphthylene,아세나프틸렌
33323,acetazol amide,아세타졸아미드
33324,acetal,아세탈
33325,acetate,아세테이트
33326,acetate film,아세테이트필름
33327,acetophenone,아세토페논
33328,acetone,아세톤
33329,acetanilide,아세트아닐리드
33330,acetaminophen,아세트아미노펜
33331,acetamide,아세트아미드
33332,acetaldehyde,아세트알데히드
33333,acetyl,아세틸
33334,acetylene,아세틸렌
33335,acetylene gas,아세틸렌가스
33336,acetyl cellulose,아세틸셀룰로오스
33337,acetylcholine,아세틸콜린
33338,acetylcholine esterase,아세틸콜린 에스테라아제
33339,Assur,아수르
33340,Ashur,아슈르
33341,Ashurbanipal,아슈르바니팔
33342,Ashtarte,아슈타르테
33343,Asroc,아스록
33344,Assmann,아스만
33345,asbestos,아스베스토스
33346,asbestos cement,아스베스토스시멘트
33347,Aswan Dam,아스완 댐
33348,Aswan High Dam,아스완하이댐
33349,ascaridole,아스카리돌
33350,Aske,아스케
33351,asclepias,아스클레피아스
33352,ASCII,아스키
33353,ASCII code,아스키코드
33354,astile,아스타일
33355,astatine,아스타틴
33356,asteroid,아스테로이드
33357,asteroxylon,아스테록실론
33358,Asturias,아스투리아스
33359,astrovision,아스트로비전
33360,astringent,아스트린젠트
33361,asparagus,아스파라거스
33362,asparagine,아스파라긴
33363,asparteme,아스파르템
33364,ASPAC,아스팍
33365,asphalt,아스팔트
33366,asphalt concrete,아스팔트콘크리트
33367,asphalt felt,아스팔트펠트
33368,aspirator,아스피레이터
33369,aspirin,아스피린
33370,acidosis,아시도시스
33371,Assyria,아시리아
33372,Assisi,아시시
33373,Asia,아시아
33374,Asia-dollar,아시아달러
33375,Asian game,아시안게임
33376,Asian dollar,아시안달러
33377,Aahmes,아아흐메스
33378,AALA,아알라
33379,Haya de la Torre,아야데라토레
33380,Aya Sofia,아야소피아
33381,Ajax,아약스
33382,Aegir,아에기르
33383,Allende,아옌데
33384,Augustus,아우구스투스
33385,Augustinus,아우구스티누스
33386,auramine,아우라민
33387,Aurangzeb,아우랑제브
33388,Aurelianus,아우렐리아누스
33389,Aurelius,아우렐리우스
33390,Aurora,아우로라
33391,Auricularia,아우리쿨라리아
33392,Ausonius,아우소니우스
33393,Auer,아우어
33394,Auerbach,아우어바흐
33395,Auenbrugger,아우엔브루거
33396,Augsburg,아우크스부르크
33397,outline,아우트라인
33398,outline stitch,아우트라인스티치
33399,out,아웃
33400,outdoor set,아웃도어세트
33401,outlet,아웃렛
33402,out bounds,아웃바운즈
33403,outboard engine,아웃보드엔진
33404,outsider,아웃사이더
33405,outside,아웃사이드
33406,outsdie shoot,아웃사이드 슈트
33407,outside kick,아웃사이드킥
33408,outshoot,아웃슈트
33409,out-of-bounds,아웃오브바운즈
33410,outcurve,아웃커브
33411,out-to-out,아웃투아웃
33412,out-to-in,아웃투인
33413,output,아웃풋
33414,out player,아웃플레이어
33415,Aung San,아웅 산
33416,hourglass,아워글라스
33417,Ayub Khan,아유브칸
33418,eye,아이
33419,I beam,아이 빔
33420,Aegeus,아이게우스
33421,Aegina,아이기나
33422,Aegisthos,아이기스토스
33423,INAH,아이나
33424,Aeneis,아이네이스
33425,Aeneias,아이네이아스
33426,Ainu,아이누
33427,Aida,아이다
33428,Idaho,아이다호
33429,IWW,아이더블유더블유
33430,IWC,아이더블유시
33431,identity,아이덴티티
33432,idling,아이들링
33433,idle system,아이들시스템
33434,idle cost,아이들코스트
33435,idle time,아이들타임
33436,idea,아이디어
33437,idea man,아이디어맨
33438,IDA,아이디에이
33439,ID card,아이디카드
33440,idyll,아이딜
33441,eye liner,아이라이너
33442,eye line,아이라인
33443,eyelash curler,아이래시컬러
33444,irony,아이러니
33445,ironical,아이로니컬
33446,iris,아이리스
33447,iris out,아이리스아웃
33448,iris in,아이리스인
33449,Irish stew,아이리시스튜
33450,Irish wolfhound,아이리시울프하운드
33451,Aimak,아이마크
33452,Aybak,아이바크
33453,Ivanhoe,아이반호
33454,ivory,아이보리
33455,ivory black,아이보리블랙
33456,ivory paper,아이보리페이퍼
33457,eyebolt,아이볼트
33458,eyebrow pencil,아이브로펜슬
33459,IVBF,아이브이비에프
33460,ivy,아이비
33461,Ivy League,아이비리그
33462,IBRD,아이비아르디
33463,IBI,아이비아이
33464,IBA,아이비에이
33465,Ivy college,아이비칼리지
33466,IBP,아이비피
33467,eye shadow,아이섀도
33468,eyeshade,아이셰이드
33469,isometrics,아이소메트릭스
33470,isospin,아이소스핀
33471,isozyme,아이소자임
33472,isotype,아이소타이프
33473,isotope,아이소토프
33474,Isolator,아이솔레이터
33475,isolith,아이솔리드
33476,ice,아이스
33477,ice dagger,아이스대거
33478,ice dancing,아이스댄싱
33479,ice rink,아이스링크
33480,icebox,아이스박스
33481,ice show,아이스쇼
33482,ice skate,아이스스케이트
33483,ice atlas,아이스아틀라스
33484,ice apron,아이스에이프런
33485,ice yacht,아이스요트
33486,ice cream,아이스크림
33487,ice cream sundae,아이스크림선디
33488,ice cream soda,아이스크림소다
33489,ice cream cone,아이스크림콘
33490,Aeschines,아이스키네스
33491,Aeschylos,아이스킬로스
33492,ice technic,아이스테크닉
33493,ice tea,아이스티
33494,ice-fall,아이스폴
33495,ice push,아이스푸시
33496,ice pick,아이스픽
33497,ice hockey,아이스하키
33498,ice hammer,아이스해머
33499,IC,아이시
33500,IC,아이시
33501,IC,아이시
33502,IC radio,아이시 라디오
33503,IC card,아이시 카드
33504,IC color television,아이시 컬러 텔레비전
33505,ICBM,아이시비엠
33506,ICC,아이시시
33507,ICRC,아이시아르시
33508,ICRP,아이시아르피
33509,ICSU,아이시에스유
33510,ICA,아이시에이
33511,ICAO,아이시에이오
33512,ICFTU,아이시에프티유
33513,ICU,아이시유
33514,ICJ,아이시제이
33515,ICPO,아이시피오
33516,icing,아이싱
33517,IRBM,아이아르비엠
33518,IRC,아이아르시
33519,IRI,아이아르아이
33520,IRA,아이아르에이
33521,IRF,아이아르에프
33522,IRO,아이아르오
33523,Aeas,아이아스
33524,aye-aye,아이아이
33525,II,아이아이
33526,IIC,아이아이시
33527,IISS,아이아이에스에스
33528,Aiacos,아이아코스
33529,iron,아이언
33530,iron red,아이언레드
33531,iron club,아이언클럽
33532,iron triangle,아이언트라이앵글
33533,ISDN,아이에스디엔
33534,ISBN,아이에스비엔
33535,ISI,아이에스아이
33536,ISA,아이에스에이
33537,ISF,아이에스에프
33538,ISO,아이에스오
33539,IADB,아이에이디비
33540,IARC,아이에이아르시
33541,IASY,아이에이에스와이
33542,IAAF,아이에이에이에프
33543,IAF,아이에이에프
33544,IAU,아이에이유
33545,IAEA,아이에이이에이
33546,IATA,아이에이티에이
33547,IF,아이에프
33548,IFC,아이에프시
33549,IFCTU,아이에프시티유
33550,IFRB,아이에프아르비
33551,IFO,아이에프오
33552,IFJ,아이에프제이
33553,IFTU,아이에프티유
33554,INS,아이엔에스
33555,INF,아이엔에프
33556,INGO,아이엔지오
33557,ILS,아이엘에스
33558,ILO,아이엘오
33559,IMC,아이엠시
33560,IMCO,아이엠시오
33561,IMF,아이엠에프
33562,IMF,아이엠에프
33563,IMF position,아이엠에프 포지션
33564,IMO,아이엠오
33565,IMP,아이엠피
33566,IO,아이오
33567,IOC,아이오시
33568,IOCU,아이오시유
33569,Iowa,아이오와
33570,IOU,아이오유
33571,IOJ,아이오제이
33572,Aeolos,아이올로스
33573,IU,아이유
33574,IUD,아이유디
33575,IUCN,아이유시엔
33576,IUMI,아이유엠아이
33577,IUOTO,아이유오티오
33578,IUPN,아이유피엔
33579,IE,아이이
33580,IEC,아이이시
33581,Eisenhower,아이젠하워
33582,IGY,아이지와이
33583,IGU,아이지유
33584,isinglass,아이징글라스
33585,eye-camera,아이카메라
33586,eye-catcher,아이캐처
33587,iconography,아이코노그래피
33588,iconometer,아이코노미터
33589,iconoscope,아이코노스코프
33590,icon,아이콘
33591,IQ,아이큐
33592,IQSY,아이큐에스와이
33593,Ike Doctrine,아이크독트린
33594,item,아이템
33595,ITV,아이티브이
33596,ITC,아이티시
33597,ITI,아이티아이
33598,ITA,아이티에이
33599,ITO,아이티오
33600,ITU,아이티유
33601,ITT,아이티티
33602,IP,아이피
33603,IPB,아이피비
33604,IPR,아이피아르
33605,IPI,아이피아이
33606,IPSA,아이피에스에이
33607,Aepyornis,아이피오르니스
33608,IPU,아이피유
33609,Eichendorff,아이헨도르프
33610,Eichmann,아이히만
33611,Einstein elevator,아인슈타인엘리베이터
33612,einsteinium,아인시타이늄
33613,Einhard,아인하르트
33614,aisle,아일
33615,Ireland,아일랜드
33616,ylem,아일럼
33617,eyelet,아일릿
33618,Hazard,아자르
33619,Asam,아잠
33620,Cosmas Damian,코스마스 다미안
33621,Atget,아제
33622,azobenzene,아조벤젠
33623,azotometry,아조토메트리
33624,azotometer,아조토미터
33625,azotobacter,아조토박터
33626,azol,아졸
33627,azide,아지드
33628,aziridine,아지리딘
33629,azine,아진
33630,Archer,아처
33631,arch,아치
33632,arch dam,아치댐
33633,arch motion,아치모션
33634,academy,아카데미
33635,academism,아카데미즘
33636,academic,아카데믹
33637,Akkad,아카드
33638,acarus,아카루스
33639,acacia,아카시아
33640,acanthus,아칸서스
33641,Arkansas,아칸소
33642,arquerite,아케라이트
33643,Achernar,아케르나르
33644,arcade,아케이드
33645,aconitine,아코니틴
33646,accordion,아코디언
33647,accordion door,아코디언도어
33648,accordion curtain,아코디언커튼
33649,accordion pleats,아코디언플리츠
33650,Acosta,아코스타
33651,aquamarine,아콰마린
33652,Aquinas,아퀴나스
33653,arc,아크
33654,arc light,아크 라이트
33655,Arkwright,아크라이트
33656,achromycin,아크로마이신
33657,acromegaly,아크로메갈리
33658,arcrosin,아크로신
33659,acrolein,아크롤레인
33660,acrinol,아크리놀
33661,acridine,아크리딘
33662,acridine yellow,아크리딘 옐로
33663,acrylite,아크릴라이트
33664,acrylonitrile,아크릴로니트릴
33665,acrylamide,아크릴아미드
33666,acryl aldehyde,아크릴알데히드
33667,Akbar,아크바르
33668,arc spectrum,아크스펙트럼
33669,arc jet engine,아크제트엔진
33670,Aquino,아키노
33671,achimenes,아키메네스
33672,architecture,아키텍처
33673,Achilles,아킬레스
33674,Achilleus,아킬레우스
33675,Achilleus Tatios,아킬레우스 타티오스
33676,Athanasius,아타나시우스
33677,Atahualpa,아타우알파
33678,Atalanta,아탈란타
33679,Ate,아테
33680,Athena,아테나
33681,Athenae,아테네
33682,athetosis,아테토시스
33683,atomism,아토미즘
33684,artotype,아토타이프
33685,Aton,아톤
33686,atom,아톰
33687,art title,아트 타이틀
33688,Atreus,아트레우스
33689,atropine,아트로핀
33690,art rock,아트록
33691,atrium,아트리움
33692,artwork,아트워크
33693,art paper,아트페이퍼
33694,Atlas,아틀라스
33695,Atlantis,아틀란티스
33696,artist,아티스트
33697,artichoke,아티초크
33698,Attila,아틸라
33699,apartheid,아파르트헤이트
33700,apatite,아파타이트
33701,Appert,아페르
33702,Appenzeller,아펜젤러
33703,aphelandra,아펠란드라
33704,Apelles,아펠레스
33705,aphorism,아포리즘
33706,apomorphine,아포모르핀
33707,apostrophe,아포스트로피
33708,Apocrypha,아포크리파
33709,apocrine,아포크린
33710,Apollo,아폴로
33711,Apollonios,아폴로니오스
33712,Apollonius,아폴로니우스
33713,Apollodoros,아폴로도로스
33714,Apollon,아폴론
33715,Apollinaire,아폴리네르
33716,Apulia,아풀리아
33717,afghan,아프간
33718,Afghan hound,아프간하운드
33719,Aphrodite,아프로디테
33720,Afro-Cuban,아프로큐반
33721,Afro-Cuban rhythm,아프로큐반리듬
33722,Africa,아프리카
33723,Afrikaner,아프리카너
33724,Afrikander,아프리칸더
33725,Africanthropus,아프리칸트로푸스
33726,aflatoxin,아플라톡신
33727,Apia,아피아
33728,Aho,아호
33729,axolotl,아홀로틀
33730,Ahura Mazda,아후라마즈다
33731,axerophtol,악세로프톨
33732,accent,악센트
33733,Actaeon,악타이온
33734,actinomycin,악티노마이신
33735,actinouranium,악티노우라늄
33736,actinoid,악티노이드
33737,actinon,악티논
33738,actinium,악티늄
33739,actinium K,악티늄 케이
33740,actinide,악티니드
33741,Angelus Silesius,안겔루스 질레지우스
33742,Anna Karenina,안나 카레니나
33743,Andalusia,안달루시아
33744,Andalusian,안달루시안
33745,Andersen,안데르센
33746,Andersson,안데르손
33747,androgen,안드로겐
33748,Andromache,안드로마케
33749,Andromeda,안드로메다
33750,Andros,안드로스
33751,android,안드로이드
33752,ANSA,안사
33753,ANSI,안시
33754,Andrzejewski,안제예프스키
33755,Angelus,안젤루스
33756,Angelus bell,안젤루스벨
33757,angelica,안젤리카
33758,Angelico,안젤리코
33759,Anzengruber,안첸그루버
33760,Ancona,안코나
33761,Antananarivo,안타나나리보
33762,Antares,안타레스
33763,antenna,안테나
33764,antenna shop,안테나숍
33765,Antelami,안텔라미
33766,Antonello da Messina,안토넬로 다메시나
33767,Antony,안토니
33768,Antoninus Pius,안토니누스 피우스
33769,Antonius,안토니우스
33770,anthocyan,안토시안
33771,ANTU,안투
33772,anthracene,안트라센
33773,anthraquinone,안트라퀴논
33774,antinomy,안티노미
33775,antimagnetic,안티마그네틱
33776,antiberiberin,안티베리베린
33777,antivitamin,안티비타민
33778,anticenter,안티센터
33779,Antisthenes,안티스테네스
33780,Antiochos,안티오코스
33781,Antioch,안티오크
33782,antiauxin,안티옥신
33783,anticodon,안티코돈
